WKT,cui,cueanexo,cue,anexo,sector,dom_edific,dom_establ,nombre_est,nombre_abr,telefono,email,codpost,web_megcba,nivmod,nivelmodal,tipest_abr,tipest,depfun,depfun_otr,de,comuna,barrio,area_progr,estado,point_x,point_y,Nivel
"MULTIPOINT ((-58.5029015820906 -34.6625530036869))","200902","20160700","201607","0",1,Tandil 6690,Tandil 6690,Centro Educativo de Nivel Secundario N° 02,CENS 02 Nueva Chicago,4686-1791,deaa_cens2_de20@bue.edu.ar,C1440,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/secundaria,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,"1",20,9,MATADEROS,09 - HOSP SANTOJANNI,"1",96314.9139325,96356.5052067,Secundario de Jóvenes y Adultos
"MULTIPOINT ((-58.4552083186981 -34.5864362278597))","200700","20184511","201845","11",1,Avda. Federico Lacroze 4181,Avda. Federico Lacroze 4181,"Centro de Alfabetización, Educación Básica y Trabajo N° 09",CAEByT 09,4301-2540,paebyt@gmail.com,C1427,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,PAEByT,"Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos",Dirección de Educación del Adulto y del Adolescente,"1",14,15,CHACARITA,10 - HOSP TORNU,"1",100687.353678,104801.322588,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"MULTIPOINT ((-58.5001555992087 -34.668954004495))","200922","20201300","202013","0",1,Carhué 2970,Carhué 2970,Centro de Formación Profesional N° 04 (sede),CFP 04 (s),4687-1719/4686-2196,cfp4_de20@bue.edu.ar,C1440,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSECom - OSEAdu,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,CFP,Centro de Formación Profesional,Gerencia Operativa de Formación Profesional,"1",20,9,MATADEROS,09 - HOSP SANTOJANNI,"1",96566.889049,95646.4944837,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"MULTIPOINT ((-58.4486190982817 -34.660293832303))","200864","20230600","202306","0",1,Mariano Acosta 2976,Mariano Acosta 2976,Centro Educativo de Nivel Secundario N° 71,CENS 71,4919-7109,deaa_cens71_de19@bue.edu.ar,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/secundaria,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,"1",19,8,VILLA SOLDATI,06 - HOSP PIÑERO,"1",101290.763539,96607.7757529,Secundario de Jóvenes y Adultos
"MULTIPOINT ((-58.4300295526523 -34.6209844629511))","200426","20302701","203027","1",1,Formosa 136,Formosa 136,ESEA en Danza Mastrazzi Curso Vocacional de Danza y Expresión Corporal Juvenil N° 02,CV Dan Juv 02,4904-1749,danzasmastrazzi@yahoo.com.ar,C1424,http://www.buenosaires.gob.ar/areas/educacion/niveles/art/?menu_id=9765,OSECom,Otros Servicios Educativos de la modalidad Común,ESEA,Escuela Superior de Educación Artística,Dirección de Educación Artística,"1",8,6,CABALLITO,03 - HOSP DURAND,"1",102996.237606,100968.225195,Otros Servicios Educativos de la modalidad Común
"MULTIPOINT ((-58.3818789819836 -34.6374568445436))","200266","20159880","201598","80",1,Dr. Ramón Carrillo 375,Dr. Ramón Carrillo 371,Centro Educativo de Nivel Primario N° 09 - Hospital Borda,CENP 9,4672-2684,adu_centros@yahoo.com.ar,C1275,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu,Nivel Primario de Jóvenes y Adultos,CENP,Centro Educativo de Nivel Primario,Dirección de Educación del Adulto y del Adolescente,"1",5,4,BARRACAS,05 - HOSP PENNA,"1",107410.70802,99138.3545185,Primario de Jóvenes y Adultos
"MULTIPOINT ((-58.3967461984941 -34.656154454726))","200282","20279300","202793","0",2,Osvaldo Cruz 3478,Osvaldo Cruz 3470,Inst. Ntra. Sra. de los Milagros de Caacupé (sede),I Caacupé (s),4302-3643,inscaacupe@yahoo.com.ar,C1437,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SecAdu,Nivel Secundario de Jóvenes y Adultos,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",5,4,BARRACAS,05 - HOSP PENNA,"1",106046.133136,97065.096585,Secundario de Jóvenes y Adultos
"MULTIPOINT ((-58.4235799668475 -34.6596896135796))","200872","20106000","201060","0",1,Ferré 1957,Ferré 1957,Esc. para Niños y Niñas con Discapacidad Mental N° 05 Dr. Angel Ardaiz,EEE 05,4918-8809/9608,eee5_de19@bue.edu.ar,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/especial,IniEsp - PriEsp,Nivel Inicial y Primario Especial,EEE,Escuela de Educación Especial,Dirección de Educación Especial,"1",19,4,NUEVA POMPEYA,05 - HOSP PENNA,"1",103586.068818,96674.1998657,Inicial Especial - Primario Especial
"MULTIPOINT ((-58.4487144770561 -34.660217034786))","200873","20069800","200698","0",1,Mariano Acosta 2936,Mariano Acosta 2936,"Esc. para Niños, Niñas y Jóvenes con Discapacidad Mental y de Formación Integral N° 07 Juan XXIII",EEE 07,4919-4198,eee7_de19@bue.edu.ar,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/especial,PriEsp,Nivel Primario Especial,EEE,Escuela de Educación Especial,Dirección de Educación Especial,"1",19,8,VILLA SOLDATI,06 - HOSP PIÑERO,"1",101282.02157,96616.2966476,Primario Especial
"MULTIPOINT ((-58.4356933765228 -34.6040299290274))","200088","20302708","203027","8",1,Avda. Angel Gallardo 250,Avda. Angel Gallardo 246,ESEA en Danza Mastrazzi Curso Vocacional de Danza y Expresión Corporal Infantil N° 02,CV Dan Inf 02,4863-2923,dea_ed300_de1@bue.edu.ar,C1215,http://www.buenosaires.gob.ar/areas/educacion/niveles/art/?menu_id=9765,OSECom,Otros Servicios Educativos de la modalidad Común,ESEA,Escuela Superior de Educación Artística,Dirección de Educación Artística,"1",2,6,CABALLITO,03 - HOSP DURAND,"1",102477.306517,102849.247195,Otros Servicios Educativos de la modalidad Común
"MULTIPOINT ((-58.3950850253545 -34.6592234387403))","200288","20184547","201845","47",1,Luna 1913,Luna 1913,"Centro de Alfabetización, Educación Básica y Trabajo N° 22",CAEByT 22,4301-2540,paebyt@gmail.com,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,PAEByT,"Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos",Dirección de Educación del Adulto y del Adolescente,"1",5,4,BARRACAS,05 - HOSP PENNA,"1",106198.188155,96724.5322045,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"MULTIPOINT ((-58.4937558387337 -34.6797909906528))","200918","20025900","200259","0",1,Goleta Santa Cruz 6999,Goleta Santa Cruz 6999 (alt. Gral. Paz 14700),Esc. Primaria p/Adultos N° 21 Soldado de Malvinas,EPA 21,4601-4875,prim.adultos21de20@gmail.com,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,"1",20,8,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",97153.8499884,94444.4697104,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"MULTIPOINT ((-58.4759889005307 -34.6872835489291))","200955","20114300","201143","0",1,Avda. Piedra Buena 4863,Avda. Piedra Buena 4863,Esc. Primaria p/Adultos N° 13 Dr. Alfredo Lanari,EPA 13,4601-1165,deaa_ep13_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,"1",21,8,VILLA RIACHUELO,09 - HOSP SANTOJANNI,"1",98782.2322563,93613.6240162,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"MULTIPOINT ((-58.4227729317898 -34.6309229522148))","202283","20201014","202010","14",1,Avda. Pavón 4175,Avda. Pavón 4175,Centro Educativo Cursos Especiales - UOEP,CECE UOEP,4432-0681,monicacompu@gmail.com/smeadultos@yahoo.com.ar,C1253,http://www.buenosaires.gob.ar/areas/educacion/niveles/adultos/oferta.php?menu_id=12643,OSEAdu,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,CECE,Cursos Especiales en Centros Educativos,Dirección de Educación del Adulto y del Adolescente,"1",6,5,BOEDO,03 - HOSP DURAND,"1",103661.312652,99865.4468314,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"MULTIPOINT ((-58.4636290668193 -34.6884585401784))","200957","20112600","201126","0",1,Cafayate 5388,Cafayate 5388,Jardín de Infantes Integral N° 01/21°,JII 01/21,4604-0190,dei_jii1_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JII,Jardín de Infantes Integral,Dirección de Educación Inicial,"1",21,8,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",99914.8633241,93483.3535379,Inicial Común
"MULTIPOINT ((-58.3769087030197 -34.629767144652))","201263","20077000","200770","0",2,Avda. Manuel Montes de Oca 140,Avda. Manuel Montes de Oca 110,Inst. Vitra,I Vitra,4307-1891/6813,vitrasecundaria@gmail.com/institutovitra@gmail.com/fund@fundacionvitra.com.ar,C1270,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniEsp - PriEsp,Nivel Inicial y Primario Especial,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",5,4,BARRACAS,02 - HOSP ARGERICH,"1",107867.17304,99991.0457768,Inicial Especial - Primario Especial
"MULTIPOINT ((-58.4172487165737 -34.6053339658263))","201177","20221600","202216","0",2,Sarmiento 3711,Sarmiento 3711,Inst. Dulce de Leche,I Dulce de Leche,4865-5035,jardindulcedeleche@fibertel.com.ar,C1197,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom,Nivel Inicial Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",2,5,ALMAGRO,08 - HOSP RAMOS MEJIA,"1",104169.16262,102703.975178,Inicial Común
"MULTIPOINT ((-58.4512921362945 -34.6243047883351))","200356","20111800","201118","0",1,Avda. Rivadavia 6065,Avda. Rivadavia 6065,Esc. Primaria p/Adultos N° 04 Presidente Dr. Arturo Umberto Illia,EPA 04,4632-1913,deaa_ep4_de7@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,"1",7,6,CABALLITO,06 - HOSP PIÑERO,"1",101046.184213,100600.307105,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"MULTIPOINT ((-58.4488843003544 -34.6064384734947))","200366","20027200","200272","0",1,Cnel. Apolinario Figueroa 651,Cnel. Apolinario Figueroa 661,Esc. Primaria p/Adultos N° 16 Andrés Ferreyra,EPA 16,4584-0390,deaa_ep16_de7@bue.edu.ar,C1416,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,"1",7,15,VILLA CRESPO,03 - HOSP DURAND,"1",101267.271823,102582.29801,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"MULTIPOINT ((-58.4528845260939 -34.6192569235214))","200374","20111900","201119","0",1,José Juan Biedma 459,José Juan Biedma 459,Centro Educativo de Nivel Secundario N° 19,CENS 19,4431-5659/6016,deaa_cens19_de7@bue.edu.ar,C1405,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/secundaria,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,"1",7,6,CABALLITO,01 - HOSP ALVAREZ,"1",100900.204958,101160.313281,Secundario de Jóvenes y Adultos
"MULTIPOINT ((-58.4393130401561 -34.6028947589211))","200376","20036400","200364","0",1,Julián Alvarez 123,Julián Alvarez 123,Esc. de Comercio N° 16 Gabriela Mistral,EC 16,4854-6218/0899,dem_ec16_de7@bue.edu.ar,C1414,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom,Nivel Secundario Común,EC,Escuela de Comercio,Dirección de Educación Media,"1",7,15,VILLA CRESPO,03 - HOSP DURAND,"1",102145.305425,102975.261168,Secundario Común
"MULTIPOINT ((-58.4385569786803 -34.6190120435124))","200380","20111700","201117","0",1,Avda. Rivadavia 5161,Avda. Rivadavia 5161,Esc. de Comercio N° 29 Marina Mercante Argentina,EC 29,4901-9805,dem_ec29_de7@bue.edu.ar,C1424,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecAdu,Nivel Secundario de Jóvenes y Adultos,EC,Escuela de Comercio,Dirección de Educación Media,"1",7,6,CABALLITO,03 - HOSP DURAND,"1",102214.231643,101187.258094,Secundario de Jóvenes y Adultos
"MULTIPOINT ((-58.4552083186981 -34.5864362278597))","200700","20184537","201845","37",1,Avda. Federico Lacroze 4181,Avda. Federico Lacroze 4181,"Centro de Alfabetización, Educación Básica y Trabajo N° 24",CAEByT 24,4301-2540,paebyt@gmail.com,C1427,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,PAEByT,"Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos",Dirección de Educación del Adulto y del Adolescente,"1",14,15,CHACARITA,10 - HOSP TORNU,"1",100687.353678,104801.322588,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"MULTIPOINT ((-58.4662010869518 -34.6758564323027))","200976","20184570","201845","70",1,Miralla y Barros Pazos Mza. 26 Casa 14,Miralla y Barros Pazos Mza. 26 Casa 14,"Centro de Alfabetización, Educación Básica y Trabajo N° 25 Los Patitos",CAEByT 25,4301-2540,paebyt@gmail.com,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,PAEByT,"Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos",Dirección de Educación del Adulto y del Adolescente,"1",21,8,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",99679.1233833,94881.3919022,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"MULTIPOINT ((-58.4379919322887 -34.6110704373681))","200383","20036500","200365","0",1,Juan B. Ambrosetti 601,Avda. Díaz Vélez 5044 2° piso,Centro Educativo de Nivel Secundario N° 57,CENS 57 H Durand,4981-1910,deaa_cens57_de7@bue.edu.ar,C1405,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/secundaria,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,"1",7,6,CABALLITO,03 - HOSP DURAND,"1",102266.269629,102068.255987,Secundario de Jóvenes y Adultos
"MULTIPOINT ((-58.4455222078444 -34.6337241332907))","200400","20106100","201061","0",1,Avda. Eva Perón 1502,Avda. Eva Perón 1502,Centro Educativo de Nivel Secundario N° 30,CENS 30,4921-0483,cens30@gmail.com,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/secundaria,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,"1",8,7,PARQUE CHACABUCO,06 - HOSP PIÑERO,"1",101575.150714,99555.2847574,Secundario de Jóvenes y Adultos
"MULTIPOINT ((-58.4806019228703 -34.5778436809511))","200715","20034800","200348","0",1,Avda. Triunvirato 4247,Avda. Triunvirato 4247,Esc. Primaria p/Adultos N° 16 Ejército de Los Andes,EPA 16,4521-8504,deaa_ep16_de15@bue.edu.ar,C1431,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,"1",15,12,VILLA URQUIZA,10 - HOSP TORNU,"1",98357.3485032,105754.420498,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"MULTIPOINT ((-58.4722264358216 -34.6765051718426))","200948","20063800","200638","0",1,Avda. Larrazábal 4051,Avda. Larrazábal 4051,Esc. Primaria Común N° 03 Cristóbal Colón,EPjs 03,4601-0769,dep_epc3_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,"1",21,8,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",99126.903696,94809.3868559,Primario Común
"MULTIPOINT ((-58.5022329010142 -34.5633384559431))","200718","20098700","200987","0",1,Rogelio Yrurtia 5806,Rogelio Yrurtia 5806,Esc. Primaria Común N° 19 Naciones Unidas,EPjs 19,4543-9344,dep_epc19_de15@bue.edu.ar,C1431,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,"1",15,12,SAAVEDRA,07 - HOSP PIROVANO,"1",96371.8949674,107362.996623,Primario Común
"MULTIPOINT ((-58.4792500839684 -34.5669643861933))","202595","20075700","200757","0",1,Holmberg 2754,Dr. Pedro Ignacio Rivera 4221 1° Piso,Escuela Infantil N° 08/15° (s),EI 08/15 (s),4544-4611,dei_ei8_de15@bue.edu.ar,C1430,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,EI,Escuela Infantil,Dirección de Educación Inicial,"1",15,12,VILLA URQUIZA,07 - HOSP PIROVANO,"1",98481.1932274,106961.339183,Inicial Común
"MULTIPOINT ((-58.4424886786289 -34.6504288007582))","202285","20286600","202866","0",2,Villa 1-11-14 Manzana 10 Casa 33,Villa 1-11-14 Mza. 10 Casa 33,Bachillerato Popular de Jóvenes y Adultos Bajo Flores,B.Pop Bajo Flores,S/N,bachilleratobajoflores@gmail.com,C1111,http://www.buenosaires.gob.ar/areas/educacion/niveles/adultos/oferta.php?menu_id=12643,SecAdu,Nivel Secundario de Jóvenes y Adultos,BP,Bachillerato Popular de Jóvenes y Adultos,Dirección de Educación del Adulto y del Adolescente,"1",19,7,FLORES,06 - HOSP PIÑERO,"1",101852.944436,97702.0750475,Secundario de Jóvenes y Adultos
"MULTIPOINT ((-58.51764949134 -34.614095586119))","200787","20136600","201366","0",1,Tinogasta 5046,Tinogasta 5046,Esc. Primaria Común N° 22 Prof. Pedro Luis Comi,EPjs 22,4567-4573,dep_epc22_de17@bue.edu.ar / esc22de17@yahoo.com.ar,C1417,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,"1",17,11,VILLA DEVOTO,11 - HOSP VELEZ SARSFIELD,"1",94960.1133968,101731.562799,Primario Común
"MULTIPOINT ((-58.5252981477368 -34.6210325683265))","200779","20107600","201076","0",1,Tinogasta 5768,Tinogasta 5768,Centro Educativo de Nivel Secundario N° 07,CENS 07,4644-1766,deaa_cens7_de17@bue.edu.ar,C1408,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/secundaria,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,"1",17,10,VILLA REAL,11 - HOSP VELEZ SARSFIELD,"1",94259.0674349,100961.592133,Secundario de Jóvenes y Adultos
"MULTIPOINT ((-58.4932534497217 -34.6003583052946))","200797","20090500","200905","0",1,Pedro Lozano 3056,Pedro Lozano 3056,"Esc. para Niños, Niñas, Jóvenes y Adultos con Discapacidad Mental y Formación Integral N° 02 Domingo F Sarmiento",EEEyFL 02,4501-5794,eeefl2_de17@bue.edu.ar,C1417,http://www.buenosaires.gob.ar/educacion/estudiantes/especial,PriEsp - OSEEsp,Nivel Primario Especial y Otros Servicios Educativos de la modalidad Especial,EEE,Escuela de Educación Especial,Dirección de Educación Especial,"1",17,11,VILLA DEL PARQUE,12 - HOSP ZUBIZARRETA,"1",97197.2209992,103256.468977,Primario Especial - Otros Servicios Educativos de la modalidad Especial
"MULTIPOINT ((-58.5131417587348 -34.6068682945008))","200798","20085800","200858","0",1,Avda. Francisco Beiró 4418,Avda. Francisco Beiró 4418,"Esc. para Niños, Niñas, Jóvenes y Adultos con Discapacidad Mental y Formación Integral N° 03 N Mir de Tobar García",EEEyFL 03,4501-1149,eeefl3_de17@bue.edu.ar,C1419,http://www.buenosaires.gob.ar/educacion/estudiantes/especial,IniEsp - PriEsp - OSEEsp,Nivel Inicial y Primario Especial - Otros Servicios Educativos de la modalidad Especial,EEE,Escuela de Educación Especial,Dirección de Educación Especial,"1",17,11,VILLA DEVOTO,12 - HOSP ZUBIZARRETA,"1",95373.1551177,102533.54549,Inicial Especial - Primario Especial - Otros Servicios Educativos de la modalidad Especial
"MULTIPOINT ((-58.4053120443107 -34.5837204247813))","200015","20039100","200391","0",1,Avda. Gral. Las Heras 3086,Avda. Gral. Las Heras 3086,Esc. Primaria p/Adultos N° 18 Dr. Rafael Herrera Vegas,EPA 18,4805-7916,deaa_ep18_de1@bue.edu.ar,C1425,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,"1",1,2,RECOLETA,04 - HOSP FERNANDEZ,"1",105265.455281,105101.130307,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"MULTIPOINT ((-58.3768027023716 -34.6175834816578))","200168","20123700","201237","0",1,Avda. Independencia 758,Avda. Independencia 758,Esc. Primaria Común N° 01 Valentín Gómez,EPjc 01,4300-4258,dep_epc1_de3@bue.edu.ar,C1099,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,"1",3,1,SAN TELMO,02 - HOSP ARGERICH,"1",107878.044763,101342.647414,Primario Común
"MULTIPOINT ((-58.4021722049538 -34.6334864746319))","200312","20038900","200389","0",1,Rondeau 2751,Cátulo Castillo 2750,Esc. Primaria p/Adultos N° 02,EPA 02,4941-0415 int. 216,deaa_ep2_de6@bue.edu.ar,C1261,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,"1",6,4,PARQUE PATRICIOS,05 - HOSP PENNA,"1",105550.229082,99580.1178121,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"MULTIPOINT ((-58.4021722049538 -34.6334864746319))","200312","20230400","202304","0",1,Rondeau 2751,Cátulo Castillo 2750,Centro Educativo de Nivel Secundario N° 72,CENS 72,4942-0963,deaa_cens72_de6@bue.edu.ar,C1261,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/secundaria,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,"1",6,4,PARQUE PATRICIOS,05 - HOSP PENNA,"1",105550.229082,99580.1178121,Secundario de Jóvenes y Adultos
"MULTIPOINT ((-58.4381632562655 -34.6017902442543))","200367","20111500","201115","0",1,Julián Alvarez 240,Julián Alvarez 240 1° piso,Centro Educativo de Nivel Secundario N° 33 Leopoldo Marechal,CENS 33,4854-0823,deaa_cens33_de7@bue.edu.ar,C1414,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/secundaria,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,"1",7,15,VILLA CRESPO,03 - HOSP DURAND,"1",102250.80587,103097.766361,Secundario de Jóvenes y Adultos
"MULTIPOINT ((-58.4044919975128 -34.6002702027682))","200109","20123500","201235","0",1,Avda. Pueyrredón 860,Avda. Pueyrredón 860  2° piso,Centro Educativo de Nivel Secundario N° 48,CENS 48 SMATA,4307-0111,deaa_cens48_de3@bue.edu.ar,C1032,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/secundaria,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,"1",2,3,BALVANERA,08 - HOSP RAMOS MEJIA,"1",105339.637239,103265.126866,Secundario de Jóvenes y Adultos
"MULTIPOINT ((-58.4889154841844 -34.572586575058))","200726","20038300","200383","0",1,Avda. Triunvirato 4992,Avda. Triunvirato 4992,Colegio N° 16 Guillermo Rawson,Col 16,4522-5562,dem_col16_de15@bue.edu.ar,C1431,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom - SecAdu,Nivel Secundario Común y Secundario de Jóvenes y Adultos,COL,Colegio,Dirección de Educación Media,"1",15,12,VILLA URQUIZA,07 - HOSP PIROVANO,"1",97594.35816,106337.452575,Secundario Común - Secundario de Jóvenes y Adultos
"MULTIPOINT ((-58.3854981843103 -34.6165626630389))","200145","20172200","201722","0",1,Chile 1371,Chile 1371,Centro Educativo de Nivel Secundario N° 42,CENS 42,4383-6001,cens42@gmail.com,C1098,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/secundaria,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,"1",3,1,MONTSERRAT,08 - HOSP RAMOS MEJIA,"1",107080.627751,101456.537917,Secundario de Jóvenes y Adultos
